1	0.3181488811969757
2	0.6767357587814331
3	0.9757102727890015
4	1.0148223638534546
5	1.0465469360351562
6	1.0382088422775269
7	1.0088768005371094
8	0.891028642654419
9	0.8096528649330139
10	0.7670456171035767
11	0.6746113896369934
12	0.6243276596069336
13	0.49161967635154724
14	0.3165312707424164
15	0.20643439888954163
16	0.1316090077161789
17	0.10902750492095947
18	0.09646854549646378
19	0.050058554857969284
20	0.04537830501794815
21	0.03370773792266846
22	0.02376163937151432
23	0.014884312637150288
24	0.012549679726362228
25	0.011257881298661232
26	0.010228416882455349
27	0.009495987556874752
28	0.008771101012825966
29	0.0082775903865695
30	0.007773267105221748
31	0.007366450969129801
32	0.00699564628303051
33	0.006659673526883125
34	0.006361453793942928
35	0.006083308253437281
36	0.005844662431627512
37	0.005627671256661415
38	0.005422122776508331
39	0.005228356923907995
40	0.005060303024947643
41	0.004896083846688271
42	0.004751828499138355
43	0.004605273250490427
44	0.004481318406760693
45	0.004353194963186979
46	0.004238100256770849
47	0.004134935326874256
48	0.004035656806081533
49	0.003936538472771645
50	0.00384743744507432
51	0.003767542075365782
52	0.003680993104353547
53	0.003609847044572234
54	0.003534869523718953
55	0.003464404260739684
56	0.0033986184280365705
57	0.0033379653468728065
58	0.0032753613777458668
59	0.0032203502487391233
60	0.0031618860084563494
61	0.003112652339041233
62	0.003062992123886943
63	0.00301583344116807
64	0.002967051463201642
65	0.0029182094149291515
66	0.0028818598948419094
67	0.0028390209190547466
68	0.0028000648599117994
69	0.0027598144952207804
70	0.002724854741245508
71	0.0026911143213510513
72	0.0026547275483608246
73	0.002622077474370599
74	0.0025921401102095842
75	0.0025611177552491426
76	0.002530463505536318
77	0.002501859562471509
78	0.002473573200404644
79	0.0024469115305691957
80	0.0024210133124142885
81	0.002397073432803154
82	0.002371520269662142
83	0.0023470516316592693
84	0.002324434230104089
85	0.002302031498402357
86	0.0022800068836659193
87	0.002261321758851409
88	0.002238522283732891
89	0.0022187186405062675
90	0.002198075642809272
91	0.002178668510168791
92	0.0021616441663354635
93	0.0021449921187013388
94	0.0021247745025902987
95	0.002108626998960972
96	0.002095386851578951
97	0.0020770553965121508
98	0.0020597062539309263
99	0.002045596018433571
100	0.002031021984294057
