night	32.207207207207205	total = 26	deleted = 11	frequency deleted = 42.30769230769231
help	32.0	total = 20	deleted = 16	frequency deleted = 80.0
think	31.932773109243698	total = 19	deleted = 19	frequency deleted = 100.0
those	30.585602387168965	total = 41	deleted = 10	frequency deleted = 24.390243902439025
top	30.508474576271187	total = 18	deleted = 18	frequency deleted = 100.0
cut	29.695431472081218	total = 26	deleted = 9	frequency deleted = 34.61538461538461
am	29.33333333333334	total = 20	deleted = 11	frequency deleted = 55.00000000000001
head	29.23433874709977	total = 18	deleted = 14	frequency deleted = 77.77777777777779
tried	29.05982905982906	total = 17	deleted = 17	frequency deleted = 100.0
available	28.798305982001057	total = 17	deleted = 16	frequency deleted = 94.11764705882352
two	28.368794326241133	total = 125	deleted = 20	frequency deleted = 16.0
see	27.586206896551722	total = 16	deleted = 16	frequency deleted = 100.0
put	27.586206896551722	total = 16	deleted = 16	frequency deleted = 100.0
use	27.33485193621868	total = 16	deleted = 15	frequency deleted = 93.75
near	27.053140096618357	total = 16	deleted = 14	frequency deleted = 87.5
between	26.88496337785437	total = 39	deleted = 8	frequency deleted = 20.51282051282051
behind	26.73521850899743	total = 16	deleted = 13	frequency deleted = 81.25
same	26.332288401253916	total = 24	deleted = 7	frequency deleted = 29.166666666666668
our	26.22107969151671	total = 51	deleted = 9	frequency deleted = 17.647058823529413
place	26.08695652173913	total = 15	deleted = 15	frequency deleted = 100.0
part	25.76687116564417	total = 21	deleted = 7	frequency deleted = 33.33333333333333
felt	25.263157894736842	total = 15	deleted = 12	frequency deleted = 80.0
good	24.56140350877193	total = 14	deleted = 14	frequency deleted = 100.0
work	24.56140350877193	total = 14	deleted = 14	frequency deleted = 100.0
enough	24.56140350877193	total = 14	deleted = 14	frequency deleted = 100.0
went	24.331550802139038	total = 14	deleted = 13	frequency deleted = 92.85714285714286
how	24.0	total = 15	deleted = 9	frequency deleted = 60.0
wanted	23.765432098765434	total = 14	deleted = 11	frequency deleted = 78.57142857142857
almost	23.765432098765434	total = 14	deleted = 11	frequency deleted = 78.57142857142857
people	23.613595706618955	total = 88	deleted = 12	frequency deleted = 13.636363636363635
without	23.41463414634146	total = 15	deleted = 8	frequency deleted = 53.333333333333336
never	23.411371237458194	total = 14	deleted = 10	frequency deleted = 71.42857142857143
room	23.008849557522122	total = 13	deleted = 13	frequency deleted = 100.0
me	23.008849557522122	total = 13	deleted = 13	frequency deleted = 100.0
run	22.99270072992701	total = 14	deleted = 9	frequency deleted = 64.28571428571429
outside	22.702702702702705	total = 15	deleted = 7	frequency deleted = 46.666666666666664
worked	22.537431048069347	total = 13	deleted = 11	frequency deleted = 84.61538461538461
too	22.537431048069347	total = 13	deleted = 11	frequency deleted = 84.61538461538461
little	22.537431048069347	total = 13	deleted = 11	frequency deleted = 84.61538461538461
even	22.537431048069347	total = 13	deleted = 11	frequency deleted = 84.61538461538461
cable	22.489959839357432	total = 14	deleted = 8	frequency deleted = 57.14285714285714
soon	22.429906542056074	total = 16	deleted = 6	frequency deleted = 37.5
held	22.316684378320932	total = 21	deleted = 5	frequency deleted = 23.809523809523807
getting	22.241231822070144	total = 13	deleted = 10	frequency deleted = 76.92307692307693
again	22.241231822070144	total = 13	deleted = 10	frequency deleted = 76.92307692307693
thought	21.889616463985035	total = 13	deleted = 9	frequency deleted = 69.23076923076923
few	21.818181818181817	total = 15	deleted = 6	frequency deleted = 40.0
go	21.428571428571427	total = 12	deleted = 12	frequency deleted = 100.0
start	21.105527638190956	total = 14	deleted = 6	frequency deleted = 42.857142857142854
didnt	20.97902097902098	total = 12	deleted = 10	frequency deleted = 83.33333333333334
does	20.943613348676642	total = 13	deleted = 7	frequency deleted = 53.84615384615385
using	20.689655172413794	total = 15	deleted = 5	frequency deleted = 33.33333333333333
hold	20.689655172413794	total = 12	deleted = 9	frequency deleted = 75.0
meet	20.338983050847457	total = 12	deleted = 8	frequency deleted = 66.66666666666666
their	20.027856491042698	total = 139	deleted = 15	frequency deleted = 10.79136690647482
others	19.976218787158142	total = 21	deleted = 4	frequency deleted = 19.047619047619047
San	19.976218787158142	total = 21	deleted = 4	frequency deleted = 19.047619047619047
within	19.973718791064385	total = 19	deleted = 4	frequency deleted = 21.052631578947366
working	19.905213270142177	total = 12	deleted = 7	frequency deleted = 58.333333333333336
along	19.81981981981982	total = 11	deleted = 11	frequency deleted = 100.0
conference	19.51219512195122	total = 25	deleted = 4	frequency deleted = 16.0
you	19.39275220372184	total = 11	deleted = 9	frequency deleted = 81.81818181818183
away	19.39275220372184	total = 11	deleted = 9	frequency deleted = 81.81818181818183
site	19.35483870967742	total = 12	deleted = 6	frequency deleted = 50.0
show	19.2	total = 15	deleted = 4	frequency deleted = 26.666666666666668
heart	19.2	total = 15	deleted = 4	frequency deleted = 26.666666666666668
come	18.757612667478686	total = 11	deleted = 7	frequency deleted = 63.63636363636363
season	18.757612667478686	total = 11	deleted = 7	frequency deleted = 63.63636363636363
might	18.633540372670808	total = 12	deleted = 5	frequency deleted = 41.66666666666667
hope	18.633540372670808	total = 12	deleted = 5	frequency deleted = 41.66666666666667
decided	18.633540372670808	total = 12	deleted = 5	frequency deleted = 41.66666666666667
comes	18.307905686546462	total = 11	deleted = 6	frequency deleted = 54.54545454545454
weekend	18.307905686546462	total = 11	deleted = 6	frequency deleted = 54.54545454545454
area	18.307905686546462	total = 11	deleted = 6	frequency deleted = 54.54545454545454
several	18.22189566495224	total = 31	deleted = 4	frequency deleted = 12.903225806451612
give	18.181818181818183	total = 10	deleted = 10	frequency deleted = 100.0
music	18.181818181818183	total = 10	deleted = 10	frequency deleted = 100.0
thing	18.181818181818183	total = 10	deleted = 10	frequency deleted = 100.0
doesnt	18.181818181818183	total = 10	deleted = 10	frequency deleted = 100.0
name	18.0	total = 10	deleted = 9	frequency deleted = 90.0
itself	18.0	total = 10	deleted = 9	frequency deleted = 90.0
slightly	17.77777777777778	total = 10	deleted = 8	frequency deleted = 80.0
own	17.713365539452496	total = 11	deleted = 5	frequency deleted = 45.45454545454545
fully	17.713365539452496	total = 11	deleted = 5	frequency deleted = 45.45454545454545
buy	17.64705882352941	total = 12	deleted = 4	frequency deleted = 33.33333333333333
late	17.48071979434447	total = 34	deleted = 4	frequency deleted = 11.76470588235294
believe	17.307692307692307	total = 18	deleted = 3	frequency deleted = 16.666666666666664
life	17.26618705035971	total = 16	deleted = 3	frequency deleted = 18.75
possible	17.26618705035971	total = 16	deleted = 3	frequency deleted = 18.75
last	17.154839132429068	total = 119	deleted = 11	frequency deleted = 9.243697478991598
call	17.142857142857142	total = 15	deleted = 3	frequency deleted = 20.0
high	17.142857142857142	total = 20	deleted = 3	frequency deleted = 15.0
trying	17.142857142857142	total = 10	deleted = 6	frequency deleted = 60.0
hot	17.142857142857142	total = 10	deleted = 6	frequency deleted = 60.0
taking	16.93548387096774	total = 14	deleted = 3	frequency deleted = 21.428571428571427
decide	16.93548387096774	total = 14	deleted = 3	frequency deleted = 21.428571428571427
hit	16.93548387096774	total = 14	deleted = 3	frequency deleted = 21.428571428571427
moved	16.89059500959693	total = 11	deleted = 4	frequency deleted = 36.36363636363637
Conference	16.89059500959693	total = 11	deleted = 4	frequency deleted = 36.36363636363637
large	16.89059500959693	total = 11	deleted = 4	frequency deleted = 36.36363636363637
board	16.83673469387755	total = 22	deleted = 3	frequency deleted = 13.636363636363635
person	16.666666666666668	total = 10	deleted = 5	frequency deleted = 50.0
shot	16.646562123039807	total = 23	deleted = 3	frequency deleted = 13.043478260869565
important	16.631130063965884	total = 13	deleted = 3	frequency deleted = 23.076923076923077
makes	16.513761467889907	total = 9	deleted = 9	frequency deleted = 100.0
better	16.513761467889907	total = 9	deleted = 9	frequency deleted = 100.0
really	16.513761467889907	total = 9	deleted = 9	frequency deleted = 100.0
feel	16.513761467889907	total = 9	deleted = 9	frequency deleted = 100.0
these	16.438356164383563	total = 24	deleted = 3	frequency deleted = 12.5
include	16.438356164383563	total = 24	deleted = 3	frequency deleted = 12.5
no	16.42989499691167	total = 76	deleted = 7	frequency deleted = 9.210526315789473
doing	16.34506242905789	total = 9	deleted = 8	frequency deleted = 88.88888888888889
round	16.34506242905789	total = 9	deleted = 8	frequency deleted = 88.88888888888889
allow	16.216216216216218	total = 12	deleted = 3	frequency deleted = 25.0
been	16.19406654646779	total = 152	deleted = 13	frequency deleted = 8.552631578947368
bring	16.133162612035854	total = 9	deleted = 7	frequency deleted = 77.77777777777779
gave	16.133162612035854	total = 9	deleted = 7	frequency deleted = 77.77777777777779
3rd	16.133162612035854	total = 9	deleted = 7	frequency deleted = 77.77777777777779
complete	16.0	total = 10	deleted = 4	frequency deleted = 40.0
reach	16.0	total = 10	deleted = 4	frequency deleted = 40.0
themselves	16.0	total = 10	deleted = 4	frequency deleted = 40.0
Italian	16.0	total = 10	deleted = 4	frequency deleted = 40.0
turned	15.859030837004404	total = 9	deleted = 6	frequency deleted = 66.66666666666666
move	15.676959619952493	total = 11	deleted = 3	frequency deleted = 27.27272727272727
job	15.676959619952493	total = 11	deleted = 3	frequency deleted = 27.27272727272727
though	15.49053356282272	total = 9	deleted = 5	frequency deleted = 55.55555555555556
us	15.49053356282272	total = 9	deleted = 5	frequency deleted = 55.55555555555556
owns	15.49053356282272	total = 9	deleted = 5	frequency deleted = 55.55555555555556
from	15.390240051849208	total = 343	deleted = 27	frequency deleted = 7.871720116618077
many	15.29568697198755	total = 43	deleted = 4	frequency deleted = 9.30232558139535
coming	15.0	total = 10	deleted = 3	frequency deleted = 30.0
long	14.96881496881497	total = 9	deleted = 4	frequency deleted = 44.44444444444444
food	14.96881496881497	total = 9	deleted = 4	frequency deleted = 44.44444444444444
although	14.96881496881497	total = 9	deleted = 4	frequency deleted = 44.44444444444444
started	14.96881496881497	total = 9	deleted = 4	frequency deleted = 44.44444444444444
provide	14.96881496881497	total = 9	deleted = 4	frequency deleted = 44.44444444444444
file	14.96881496881497	total = 9	deleted = 4	frequency deleted = 44.44444444444444
got	14.814814814814815	total = 8	deleted = 8	frequency deleted = 100.0
know	14.814814814814815	total = 8	deleted = 8	frequency deleted = 100.0
hes	14.814814814814815	total = 8	deleted = 8	frequency deleted = 100.0
features	14.659685863874346	total = 8	deleted = 7	frequency deleted = 87.5
rather	14.659685863874346	total = 8	deleted = 7	frequency deleted = 87.5
shoot	14.659685863874346	total = 8	deleted = 7	frequency deleted = 87.5
here	14.457831325301205	total = 8	deleted = 6	frequency deleted = 75.0
feature	14.457831325301205	total = 8	deleted = 6	frequency deleted = 75.0
box	14.457831325301205	total = 8	deleted = 6	frequency deleted = 75.0
turn	14.457831325301205	total = 8	deleted = 6	frequency deleted = 75.0
overall	14.184397163120567	total = 8	deleted = 5	frequency deleted = 62.5
space	14.173228346456693	total = 9	deleted = 3	frequency deleted = 33.33333333333333
expect	14.092140921409213	total = 13	deleted = 2	frequency deleted = 15.384615384615385
appeal	13.953488372093023	total = 12	deleted = 2	frequency deleted = 16.666666666666664
point	13.953488372093023	total = 12	deleted = 2	frequency deleted = 16.666666666666664
must	13.905930470347647	total = 17	deleted = 2	frequency deleted = 11.76470588235294
big	13.793103448275861	total = 8	deleted = 4	frequency deleted = 50.0
pass	13.793103448275861	total = 8	deleted = 4	frequency deleted = 50.0
threw	13.793103448275861	total = 8	deleted = 4	frequency deleted = 50.0
once	13.793103448275861	total = 8	deleted = 4	frequency deleted = 50.0
least	13.77049180327869	total = 35	deleted = 3	frequency deleted = 8.571428571428571
trade	13.740458015267176	total = 18	deleted = 2	frequency deleted = 11.11111111111111
create	13.70716510903427	total = 11	deleted = 2	frequency deleted = 18.181818181818183
known	13.70716510903427	total = 11	deleted = 2	frequency deleted = 18.181818181818183
kept	13.70716510903427	total = 11	deleted = 2	frequency deleted = 18.181818181818183
are	13.340404699738903	total = 218	deleted = 15	frequency deleted = 6.8807339449541285
access	13.333333333333334	total = 10	deleted = 2	frequency deleted = 20.0
below	13.333333333333334	total = 10	deleted = 2	frequency deleted = 20.0
opened	13.333333333333334	total = 10	deleted = 2	frequency deleted = 20.0
Association	13.333333333333334	total = 10	deleted = 2	frequency deleted = 20.0
holiday	13.333333333333334	total = 10	deleted = 2	frequency deleted = 20.0
later	13.301378070701018	total = 37	deleted = 3	frequency deleted = 8.108108108108109
web	13.186813186813186	total = 8	deleted = 3	frequency deleted = 37.5
strong	13.186813186813186	total = 8	deleted = 3	frequency deleted = 37.5
team	13.186813186813186	total = 8	deleted = 3	frequency deleted = 37.5
always	13.08411214953271	total = 7	deleted = 7	frequency deleted = 100.0
play	13.08411214953271	total = 7	deleted = 7	frequency deleted = 100.0
stay	13.08411214953271	total = 7	deleted = 7	frequency deleted = 100.0
probably	13.08411214953271	total = 7	deleted = 7	frequency deleted = 100.0
read	12.942989214175656	total = 7	deleted = 6	frequency deleted = 85.71428571428571
himself	12.942989214175656	total = 7	deleted = 6	frequency deleted = 85.71428571428571
black	12.942989214175656	total = 7	deleted = 6	frequency deleted = 85.71428571428571
actually	12.942989214175656	total = 7	deleted = 6	frequency deleted = 85.71428571428571
journal	12.811387900355871	total = 9	deleted = 2	frequency deleted = 22.22222222222222
summer	12.811387900355871	total = 9	deleted = 2	frequency deleted = 22.22222222222222
far	12.811387900355871	total = 9	deleted = 2	frequency deleted = 22.22222222222222
users	12.811387900355871	total = 9	deleted = 2	frequency deleted = 22.22222222222222
full	12.811387900355871	total = 9	deleted = 2	frequency deleted = 22.22222222222222
having	12.750455373406194	total = 7	deleted = 5	frequency deleted = 71.42857142857143
setting	12.750455373406194	total = 7	deleted = 5	frequency deleted = 71.42857142857143
every	12.750455373406194	total = 7	deleted = 5	frequency deleted = 71.42857142857143
starting	12.750455373406194	total = 7	deleted = 5	frequency deleted = 71.42857142857143
need	12.750455373406194	total = 7	deleted = 5	frequency deleted = 71.42857142857143
understand	12.47216035634744	total = 7	deleted = 4	frequency deleted = 57.14285714285714
fair	12.47216035634744	total = 7	deleted = 4	frequency deleted = 57.14285714285714
evening	12.47216035634744	total = 7	deleted = 4	frequency deleted = 57.14285714285714
making	12.47216035634744	total = 7	deleted = 4	frequency deleted = 57.14285714285714
inside	12.47216035634744	total = 7	deleted = 4	frequency deleted = 57.14285714285714
friends	12.121212121212121	total = 8	deleted = 2	frequency deleted = 25.0
lead	12.121212121212121	total = 8	deleted = 2	frequency deleted = 25.0
includes	12.121212121212121	total = 8	deleted = 2	frequency deleted = 25.0
search	12.121212121212121	total = 8	deleted = 2	frequency deleted = 25.0
version	12.121212121212121	total = 8	deleted = 2	frequency deleted = 25.0
yet	12.121212121212121	total = 8	deleted = 2	frequency deleted = 25.0
card	12.121212121212121	total = 8	deleted = 2	frequency deleted = 25.0
morning	12.121212121212121	total = 25	deleted = 2	frequency deleted = 8.0
treat	12.121212121212121	total = 8	deleted = 2	frequency deleted = 25.0
young	12.121212121212121	total = 8	deleted = 2	frequency deleted = 25.0
Francisco	12.121212121212121	total = 8	deleted = 2	frequency deleted = 25.0
focused	12.121212121212121	total = 8	deleted = 2	frequency deleted = 25.0
new	12.109623964308476	total = 76	deleted = 5	frequency deleted = 6.578947368421052
opportunity	12.034383954154729	total = 7	deleted = 3	frequency deleted = 42.857142857142854
needed	12.034383954154729	total = 7	deleted = 3	frequency deleted = 42.857142857142854
leave	12.034383954154729	total = 7	deleted = 3	frequency deleted = 42.857142857142854
often	12.034383954154729	total = 7	deleted = 3	frequency deleted = 42.857142857142854
paper	12.034383954154729	total = 7	deleted = 3	frequency deleted = 42.857142857142854
position	12.034383954154729	total = 7	deleted = 3	frequency deleted = 42.857142857142854
friend	12.034383954154729	total = 7	deleted = 3	frequency deleted = 42.857142857142854
third	11.382113821138212	total = 28	deleted = 2	frequency deleted = 7.142857142857142
together	11.320754716981131	total = 6	deleted = 6	frequency deleted = 100.0
straight	11.320754716981131	total = 6	deleted = 6	frequency deleted = 100.0
great	11.320754716981131	total = 6	deleted = 6	frequency deleted = 100.0
able	11.320754716981131	total = 6	deleted = 6	frequency deleted = 100.0
chance	11.320754716981131	total = 6	deleted = 6	frequency deleted = 100.0
want	11.320754716981131	total = 6	deleted = 6	frequency deleted = 100.0
playing	11.320754716981131	total = 6	deleted = 6	frequency deleted = 100.0
played	11.320754716981131	total = 6	deleted = 6	frequency deleted = 100.0
pleased	11.320754716981131	total = 6	deleted = 6	frequency deleted = 100.0
try	11.320754716981131	total = 6	deleted = 6	frequency deleted = 100.0
slipped	11.244979919678716	total = 7	deleted = 2	frequency deleted = 28.57142857142857
twice	11.244979919678716	total = 7	deleted = 2	frequency deleted = 28.57142857142857
original	11.244979919678716	total = 7	deleted = 2	frequency deleted = 28.57142857142857
Hall	11.244979919678716	total = 7	deleted = 2	frequency deleted = 28.57142857142857
spread	11.244979919678716	total = 7	deleted = 2	frequency deleted = 28.57142857142857
word	11.244979919678716	total = 7	deleted = 2	frequency deleted = 28.57142857142857
packed	11.194029850746269	total = 6	deleted = 5	frequency deleted = 83.33333333333334
short	11.194029850746269	total = 6	deleted = 5	frequency deleted = 83.33333333333334
front	11.194029850746269	total = 6	deleted = 5	frequency deleted = 83.33333333333334
served	11.194029850746269	total = 6	deleted = 5	frequency deleted = 83.33333333333334
giving	11.009174311926605	total = 6	deleted = 4	frequency deleted = 66.66666666666666
ever	11.009174311926605	total = 6	deleted = 4	frequency deleted = 66.66666666666666
neutral	11.009174311926605	total = 6	deleted = 4	frequency deleted = 66.66666666666666
spots	11.009174311926605	total = 6	deleted = 4	frequency deleted = 66.66666666666666
AES	11.009174311926605	total = 6	deleted = 4	frequency deleted = 66.66666666666666
Im	11.009174311926605	total = 6	deleted = 4	frequency deleted = 66.66666666666666
walked	11.009174311926605	total = 6	deleted = 4	frequency deleted = 66.66666666666666
tomorrow	11.009174311926605	total = 6	deleted = 4	frequency deleted = 66.66666666666666
house	10.714285714285714	total = 6	deleted = 3	frequency deleted = 50.0
option	10.714285714285714	total = 6	deleted = 3	frequency deleted = 50.0
